8.709510449140919208e-01 8.125872585125019754e+00
8.385991560498481379e-01 4.152377105268965529e+00
-4.427849673108097406e-02 2.400702513762340473e+01
2.149838978840331372e+00 -5.239282051057969625e-01
1.265047750508475399e+00 -6.149399494859504323e+00
-1.887115227042756027e+00 4.225232956768288517e+01
-9.845077484730568873e-01 3.046079841441063962e+01
2.648233202427400457e+00 1.021696448366353138e+01
-1.288213320756093738e+00 4.069800691242753032e+01
1.789711210629083116e+00 -5.256083350947576172e+00
2.179242126301750737e+00 5.639585712986681543e+00
4.051961938239205807e-01 1.416601766486437697e+01
-3.894814830124733174e-01 3.208646146616485595e+01
-1.596970068324362169e+00 4.377157038902132768e+01
2.127329055950495373e+00 3.271455527230758165e+00
1.190004911760871975e+00 2.351046278815622337e+00
5.051511487995403726e-01 1.268431385916694154e+01
7.807041780759200744e-01 4.600020299246809330e+00
2.904630728291647479e+00 2.134953883825630072e+01
-9.132686558995517512e-01 3.485205402113223982e+01
3.078495091084084478e+00 2.900716055834486440e+01
1.407526532448674095e-01 1.448767051910094850e+01
1.745916016620841393e+00 -1.121806328410431775e+01
4.343329285274855067e-02 1.983956818787328658e+01
-1.718497717402981850e+00 3.607255112536438446e+01
3.906794633431264208e-01 5.517131524368878104e+00
1.734972106230551425e+00 8.723008645758456581e+00
2.244238383861207886e+00 1.037562962238342834e+01
-1.114297901295587367e+00 3.022338823422639464e+01
3.057019240928359416e+00 2.416993179580423146e+01
1.016131062545839292e+00 -3.222210659520434728e+00
2.475973489814785378e+00 4.046983249376764569e+00
6.131510532168782390e-02 1.863812707790104284e+01
3.415392169679342338e+00 4.362738060886946556e+01
-5.456258053513001194e-01 2.823083498099718369e+01
3.871413155154373342e+00 7.371496540482350213e+01
2.817931546235160623e-01 7.496974068378629674e+00
-1.279845442115335574e+00 3.851671247244121332e+01
3.567351012789999887e-01 1.257800313879264031e+01
-1.164781908689509704e+00 3.543898184280094199e+01
2.459346720372037609e-01 1.743358587366919110e+01
2.814968245614324349e-02 1.857535280511299547e+01
3.701639442330386665e+00 5.632054304116075372e+01
2.596592175754798504e+00 8.354053932961008400e+00
3.311867152740231468e+00 3.674455130243712375e+01
1.504221217345585782e+00 -4.368766771884723177e+00
-5.349687413769999011e-02 2.272197332572028827e+01
3.174818083916625788e+00 3.803680112072733266e+01
-5.028508765522565760e-02 2.550845970683745634e+01
9.859974943592442198e-02 1.937415095199061454e+01
6.523749662963376217e-01 1.163455330410889843e+01
6.101159533690627690e-01 6.569966307570930475e+00
9.025304997292075138e-01 -3.442520499664084355e+00
1.751918176916090530e+00 -2.063690556647646446e+00
-4.949033770332467164e-01 2.525298270763540032e+01
-8.679725980768211446e-01 3.464502001338609460e+01
3.174803340832120568e+00 3.086510012437833339e+01
2.241202092741267915e+00 6.651703814222165612e+00
1.570516234200835193e+00 3.802901128534101893e+00
-1.536465276196812058e+00 4.632431359215557620e+01
3.451606260672899218e+00 4.116080292575120581e+01
1.640463310439372879e+00 -9.558744904778027518e+00
4.989000337321636280e-03 2.417463372855139170e+01
2.658893800958053166e-01 1.571039099685505747e+01
3.760022207210320211e+00 6.037358651748302663e+01
-1.902167034688535319e+00 4.114212127462430857e+01
-1.695655707110530264e+00 5.368588658689012050e+01
-1.411908660981571861e+00 3.344336115182009905e+01
-1.343836522129886468e-01 2.158467852476524840e+01
-1.540087966892793592e-01 2.024426659248569393e+01
2.462086022115261841e+00 3.311575540159753750e+00
-6.578006461043859332e-01 3.313959701594347962e+01
2.938444163928422448e+00 2.108145921919398802e+01
-6.026692655952685662e-01 3.007735096467234825e+01
5.632445405860153631e-01 9.089757495097478213e+00
3.809357786673031931e+00 7.191669841199346536e+01
2.863862199581278745e+00 7.911769098483775409e+00
2.277540104097359297e+00 -6.161019227887821970e+00
2.198338866103703992e+00 -1.519513467449040256e+00
-1.751615825272499150e+00 4.027904103142967784e+01
3.758394219459900043e+00 6.518758183434181319e+01
2.764240818640847586e+00 2.213304706080911188e+01
1.848808600150017467e+00 1.936102585963174860e+00
-5.650998955050154926e-01 3.563302112765323670e+01
-1.049108351121075255e-01 2.881001131461546549e+01
2.152785180164049628e+00 -9.336221095800807390e+00
3.852845595689808889e+00 6.866738582704962823e+01
3.536275342881261885e+00 5.996917523812486195e+01
-1.653989041248062231e+00 3.426817930724813266e+01
3.192123273841243503e+00 3.085984316354094403e+01
7.610660392846182454e-01 1.180887016855131932e+01
-1.339702484313322062e+00 3.368225253357047677e+01
2.751110077417968647e+00 1.551730070330590827e+01
6.601906967817592342e-01 1.145361352361024743e+01
-9.120034171523305755e-01 3.438214604238347505e+01
1.199625381505704746e+00 -2.525525349120800289e+00
3.731408751512810262e+00 6.383037869114534857e+01
1.222913477692677997e+00 2.788910754798630265e+00
-1.400901459985820052e+00 3.881288116472038752e+01
1.770791475542496940e+00 4.703737563684780909e+00
-5.757125585432789627e-01 2.568023244177759423e+01
2.587369828285569717e+00 7.776960452785468547e+00
-1.655836225279902818e+00 4.358020355170564386e+01
1.812688209255871818e+00 -2.519880931149631742e-02
2.671714605775982854e+00 1.289971858877836475e+01
7.542765584671304868e-01 2.489864911763080446e+00
-7.795793341875796312e-01 3.379793274182421214e+01
3.259375965305612688e+00 3.358551230595998049e+01
2.870744175188098435e+00 2.067590235746911986e+01
-6.847188228013658673e-01 3.618658433749845216e+01
3.598267969003780209e+00 5.906796621622156351e+01
3.238354154280598252e+00 2.794259622638029583e+01
-7.246085852254378068e-01 3.722153336674196566e+01
2.307809110023639754e-01 1.210050050811335076e+01
2.172153319873191712e+00 3.032866146308220934e+00
-9.109836824314903048e-01 3.340222177377793855e+01
5.995848066799609466e-01 1.521978753807537998e+01
3.090362318531916230e-01 6.689217502169261920e+00
-4.713222391608147266e-01 2.939121758668024142e+01
3.821451400903240980e+00 7.155139404371186629e+01
1.102785714972353448e+00 8.188605430290103016e+00
3.296329733595805500e+00 3.343853876642626233e+01
-1.395582059893415883e+00 3.972852769028934716e+01
1.957132421950918744e+00 2.593559868648366962e+00
-7.840593952956718127e-01 3.592104469152666013e+01
2.386668073231493992e+00 -1.432681719281672095e+00
1.710925414736732098e+00 -3.575561188961763115e+00
-1.641643950076762115e+00 4.585367751528018943e+01
3.161446395760241224e+00 3.310017288704203509e+01
-5.507075913042929205e-01 2.630968127698567471e+01
1.758134215743902828e+00 -4.431347986615246981e+00
-7.079920122001963634e-01 3.019703583670899860e+01
1.452280350108320350e-01 1.929515870568663871e+01
2.686122269775299554e-01 1.729408115770254284e+01
3.663858324534899680e+00 6.612172245710679874e+01
1.352972226338386985e+00 -1.939673145362575291e+00
1.474818806437791840e+00 1.685298637825298762e-01
7.056651113512608653e-01 1.385468985804213915e+01
2.981221890692533627e+00 3.110471779180348761e+01
3.715891839138243391e+00 6.636187964248330218e+01
3.840992573930568810e+00 7.460606457157032878e+01
3.444694407861402574e+00 3.924739257723335584e+01
2.588375661308444542e+00 7.721161823013731329e+00
-5.296478992165547517e-01 2.782899481549944909e+01
5.092548225846342813e-01 1.120004171845897822e+01
3.488620007956258817e+00 4.986536866016703584e+01
-1.583722894113330115e+00 3.882616652899926635e+01
3.581315810105869524e+00 5.023891270139529297e+01
3.390215222880655688e+00 3.457401587105128016e+01
-6.334766466783428029e-01 3.059295648101824128e+01
2.794617139968573749e-01 1.237651167362114357e+01
4.651697893918231852e-01 1.065995200947097921e+01
-1.546683579417274634e+00 3.093566963366291134e+01
2.658040656348519715e+00 1.548309565076577066e+01
3.551105799295119603e+00 5.960691094067261986e+01
1.229627989750469164e-01 2.240271572079499407e+01
-1.882907237758290053e+00 4.808432543057377018e+01
-1.262355636775964518e+00 3.718311824315988900e+01
-1.516942944334749077e+00 4.869770979254548138e+01
4.512971122843653093e-01 5.251174664472185505e+00
9.722632057258197014e-01 4.236301790845071302e+00
1.199761454817049655e+00 -3.399136299723588106e+00
2.865607919031587514e+00 1.740326796554949240e+01
-2.442180219030245514e-01 2.071867649006685852e+01
1.166808308502757630e+00 1.185165900694981644e+01
6.341472013974733812e-01 1.271257123690176272e+01
2.466697303783740303e+00 3.587325885424648586e+00
2.819701265010119862e+00 1.259536329085636197e+01
9.743038401041969054e-01 -1.158703246381667995e+00
2.632473674631897076e+00 1.196211149789399464e+01
1.720048214303902423e+00 -5.758715577167684785e+00
-1.840236851185834466e+00 3.431506720141866396e+01
7.051935955053139082e-01 8.917613996229945883e+00
2.737331812985414281e+00 9.018235406218959582e-01
4.053599723907397312e-01 5.050062390703367043e+00
3.368013591716213284e+00 3.772365343421711259e+01
3.871568078692432024e+00 7.570785450320447296e+01
9.977690454730190339e-01 2.256877460627389365e+00
2.805199748963531192e+00 1.000532429429991765e+01
-3.701226357744245021e-01 2.820939476154705261e+01
-2.138120082081991224e-01 2.575401830850140072e+01
-1.068927267652647783e+00 4.026105109539916072e+01
1.027248178135643064e+00 -3.337044499071578851e+00
-2.496444658857615018e-01 2.217968560150557167e+01
2.780007426034419638e+00 1.881811869599775378e+01
1.278932318249474731e+00 1.743982403899938971e+00
4.908447717097720320e-01 1.652135632376859675e+01
9.407648418544813929e-01 7.408312569313539875e-01
-9.402721712637662765e-01 3.681319864592689584e+01
-1.303313022046205250e+00 3.730022937461151855e+01
4.644826145642186876e-01 9.210398925509235113e+00
2.160420006993664099e-01 2.036799582241832951e+01
3.227432076804782390e+00 3.037719527371189088e+01
7.204620659665028626e-02 2.072662019966127644e+01
-5.927168254114205670e-01 3.859680547401863748e+01
-2.216206049560189850e-01 1.904902542434776080e+01
2.556306415835719381e+00 8.326930606391565348e+00
1.734376197391645391e+00 8.042215748539693898e-01
4.820858747209929573e-01 1.152204750373774189e+01
-1.355924718613465751e+00 3.512286958922197044e+01
